200
84	Etu84	5	0	3	8	4	2	1	6	7	
85	Etu85	8	6	4	1	3	0	2	5	7	
86	Etu86	7	4	8	2	5	0	3	6	1	
87	Etu87	1	0	4	2	8	3	6	5	7	
88	Etu88	2	1	5	3	6	4	7	0	8	
89	Etu89	6	7	2	8	5	1	4	0	3	
90	Etu90	4	6	1	0	5	3	2	8	7	
91	Etu91	1	4	6	0	5	3	7	2	8	
92	Etu92	2	4	5	8	6	0	7	3	1	
93	Etu93	5	8	7	6	3	1	4	0	2	
94	Etu94	8	0	5	4	2	7	6	3	1	
95	Etu95	6	3	8	1	5	2	7	0	4	
96	Etu96	5	2	8	1	7	3	0	6	4	
97	Etu97	0	7	8	3	4	6	1	5	2	
98	Etu98	8	1	7	0	2	4	3	5	6	
99	Etu99	8	0	6	4	1	3	7	5	2	
100	Etu100	6	7	0	3	1	8	4	2	5	
101	Etu101	0	8	2	7	1	3	4	5	6	
102	Etu102	6	0	2	8	4	7	1	3	5	
103	Etu103	0	7	6	3	5	8	4	2	1	
104	Etu104	7	1	3	5	6	8	4	2	0	
105	Etu105	6	2	5	7	3	0	4	1	8	
106	Etu106	1	3	6	0	5	8	4	2	7	
107	Etu107	3	6	8	1	0	7	5	4	2	
108	Etu108	7	8	4	6	3	5	2	0	1	
109	Etu109	7	2	3	1	0	4	6	8	5	
110	Etu110	4	8	2	7	1	5	6	0	3	
111	Etu111	4	1	0	5	8	3	6	7	2	
112	Etu112	5	7	8	2	6	1	4	3	0	
113	Etu113	1	3	6	7	4	5	8	2	0	
114	Etu114	2	8	5	7	4	6	1	3	0	
115	Etu115	3	4	6	1	2	5	7	0	8	
116	Etu116	4	3	2	7	8	1	6	5	0	
117	Etu117	0	7	6	5	3	4	2	8	1	
118	Etu118	0	1	6	7	4	8	3	2	5	
119	Etu119	8	5	0	3	6	1	7	4	2	
120	Etu120	7	0	8	4	6	2	3	1	5	
121	Etu121	8	7	0	3	2	6	5	1	4	
122	Etu122	4	1	0	8	6	2	5	7	3	
123	Etu123	3	0	6	2	1	5	7	8	4	
124	Etu124	7	0	8	2	4	1	6	3	5	
125	Etu125	5	3	2	1	8	0	4	7	6	
126	Etu126	1	6	4	2	8	5	3	7	0	
127	Etu127	4	8	3	5	7	1	2	0	6	
128	Etu128	5	8	6	4	0	3	1	2	7	
129	Etu129	6	8	4	7	1	0	2	5	3	
130	Etu130	3	4	5	8	2	1	7	0	6	
131	Etu131	4	5	1	6	0	3	8	7	2	
132	Etu132	2	7	3	6	1	5	4	8	0	
133	Etu133	0	2	6	1	3	4	5	8	7	
134	Etu134	8	6	4	5	2	7	3	1	0	
135	Etu135	2	5	8	7	6	0	4	1	3	
136	Etu136	6	4	7	5	3	0	8	1	2	
137	Etu137	1	2	0	6	8	3	7	4	5	
138	Etu138	1	8	0	3	2	6	7	4	5	
139	Etu139	4	5	8	2	6	1	3	7	0	
140	Etu140	2	4	0	7	5	6	3	1	8	
141	Etu141	8	3	1	7	2	5	6	0	4	
142	Etu142	8	7	6	3	5	4	2	0	1	
143	Etu143	7	1	4	5	0	2	3	6	8	
144	Etu144	8	3	6	1	0	4	5	7	2	
145	Etu145	6	7	4	2	1	5	8	3	0	
146	Etu146	3	7	0	5	4	6	8	2	1	
147	Etu147	8	4	0	2	5	6	7	1	3	
148	Etu148	1	4	3	8	5	2	0	6	7	
149	Etu149	8	0	4	6	3	1	2	7	5	
150	Etu150	8	3	6	1	7	2	4	0	5	
151	Etu151	0	3	2	7	1	8	5	4	6	
152	Etu152	8	3	6	2	4	1	0	5	7	
153	Etu153	0	4	3	5	8	6	2	1	7	
154	Etu154	6	2	3	1	0	4	8	5	7	
155	Etu155	4	1	7	8	2	6	3	5	0	
156	Etu156	7	5	8	0	6	2	1	4	3	
157	Etu157	2	4	6	1	7	8	5	0	3	
158	Etu158	3	6	2	5	4	1	0	7	8	
159	Etu159	5	7	6	1	0	8	4	2	3	
160	Etu160	4	5	2	6	3	8	1	0	7	
161	Etu161	7	6	5	1	2	4	8	0	3	
162	Etu162	4	6	8	0	5	1	3	2	7	
163	Etu163	7	3	1	0	8	6	4	5	2	
164	Etu164	2	5	8	6	0	7	1	4	3	
165	Etu165	7	6	4	5	1	0	3	8	2	
166	Etu166	5	4	1	3	8	0	6	2	7	
167	Etu167	8	2	6	4	5	3	1	7	0	
168	Etu168	8	5	1	0	3	2	4	6	7	
169	Etu169	7	4	8	5	2	1	6	0	3	
170	Etu170	5	2	6	8	0	7	1	4	3	
171	Etu171	1	0	6	5	3	8	7	4	2	
172	Etu172	0	8	7	1	5	6	3	2	4	
173	Etu173	4	3	2	0	7	5	8	1	6	
174	Etu174	3	4	6	2	7	5	8	1	0	
175	Etu175	1	2	5	8	6	0	4	7	3	
176	Etu176	7	6	0	1	3	2	5	4	8	
177	Etu177	3	8	0	1	2	5	7	6	4	
178	Etu178	2	6	5	0	1	8	3	4	7	
179	Etu179	5	8	0	3	6	1	2	4	7	
180	Etu180	6	8	4	2	5	0	7	1	3	
181	Etu181	1	2	4	7	0	3	8	5	6	
182	Etu182	2	1	8	6	7	4	3	0	5	
183	Etu183	0	5	2	1	6	3	8	4	7	
184	Etu184	2	4	5	0	6	8	7	3	1	
185	Etu185	0	2	4	3	7	1	6	8	5	
186	Etu186	2	5	1	6	4	7	0	8	3	
187	Etu187	3	7	5	2	0	1	6	8	4	
188	Etu188	2	8	4	1	3	0	7	5	6	
189	Etu189	7	0	1	6	2	5	3	8	4	
190	Etu190	5	4	1	3	6	0	2	8	7	
191	Etu191	4	5	2	7	6	3	1	0	8	
192	Etu192	0	3	4	5	2	8	6	1	7	
193	Etu193	8	3	6	0	5	1	2	4	7	
194	Etu194	7	4	0	1	5	2	8	3	6	
195	Etu195	1	8	6	5	7	3	4	0	2	
196	Etu196	3	8	4	5	0	1	7	6	2	
197	Etu197	1	7	0	4	8	6	5	2	3	
198	Etu198	4	5	6	0	3	8	2	7	1	
199	Etu199	1	8	7	0	2	5	4	3	6	
